Sample,Rep,lLR,Eff,Pr,St,NC,TC,TotDNA,amtDNA,C1,C2,C3,C4,D1,D2,D3,D4,CSF1PO,D13S317,D16S539,D18S51,D19S433,D21S11,D2S1338,D3S1358,D5S818,D7S820,D8S1179,FGA,TH01,TPOX,VWA
487,2,9.00415357782902,0.469,EFM,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.0463355994684573,1.27858991887922,0.191910789709475,1.01520143085502,0.340926202253096,1.46819314123924,1.2391522303684,0.706410697742596,-0.127130441206845,0.0836311444860458,0.445613631360142,0.575145441236392,0.477778055844519,0.583385379542019,0.679010356051238
487,2,7.37,0.45,likeLTD,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.331,0.202,0.227,1.21,0.358,0.79,0.232,0.464,0.301,1.09,0.695,0.438,0.202,0.134,0.703
487,2,6.63444664122262,0.378,EFM,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.350272153164523,0.498869722383235,0.345451091190706,0.744371950229237,0.242375020391802,0.808289892333946,0.942123651634177,0.315573127303626,0.335027922537414,0.363672063099558,0.594981155989933,0.16793503346536,0.121426923438454,0.120490088386813,0.68358684567383
487,2,6.6119176789099,0.377,EFM,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.350876833605187,0.505839251874223,0.290575569158016,0.797496466291183,0.235265547172027,0.791768597876245,0.941931380935468,0.324937202729873,0.346935313069518,0.281511841696802,0.615060086533036,0.16236962258689,0.178181527481204,0.0999737958536262,0.689194642046596
487,2,7.14,0.407,likeLTD,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.381,0.577,0.345,0.836,0.255,0.766,0.912,0.399,0.358,0.653,0.628,0.0516,0.155,0.133,0.688
487,2,7.1426403807146,0.436,EFM,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.396749006192382,0.0977396910471767,0.199690869145147,1.10600046839334,0.336662950085223,0.804951991108256,0.178629982310882,0.487043460156114,0.342045246245679,1.08625014815405,0.642733004602441,0.375453370553033,0.249345382120859,0.166499587759839,0.67284522284018
487,2,7.17247525181215,0.438,EFM,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.411532990349688,0.175871843513403,0.219295511742821,1.11260027159164,0.339895676747372,0.763317451807991,0.181164711263128,0.480120503765095,0.35809551905653503,1.04766376402804,0.633808726019193,0.488086122329432,0.201944020071465,0.0833535642293637,0.675724575296989
487,2,7.1,0.404,likeLTD,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.42,0.676,0.36,0.864,0.282,0.745,0.915,0.443,0.189,0.585,0.59,-0.0394,0.25,0.188,0.63
487,2,7.39,0.451,likeLTD,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.421,0.276,0.355,1.14,0.358,0.802,0.215,0.503,0.243,0.923,0.691,0.406,0.206,0.148,0.698
488,3,-0.0447,-0.00233,likeLTD,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.27,-4,-0.363,0.742,0.6,0.445,0.691,0.778,0.37,-1.26,0.696,0.284,0.512,0.324,0.407
488,3,8.81,0.459,likeLTD,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.0547,0.978,0.252,1.1,0.275,1.63,1.52,0.81,-0.236,-0.323,0.568,0.601,0.419,0.585,0.681
488,3,9.31189609515107,0.485,EFM,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.0444933385597857,1.08540683793274,0.251247846155685,1.02563105275856,0.361288270129962,1.61920713156462,1.40684315945608,0.727794652371122,-0.133825580043599,0.198877882649863,0.486358400108171,0.629927260401898,0.42109355475329,0.620046857229071,0.656492108243395
488,3,3.39088999360606,0.177,EFM,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.104529690210743,-3.66371164524104,0.304147626788355,0.28299956090663,0.180762923298364,0.916232752678556,1.69343769356025,0.489235343269597,-0.217914582063028,0.396016549248522,0.232639590871366,1.38489821581136,0.625631643545123,0.536575216096254,0.125409414625004
488,3,6.6801389038286,0.38,EFM,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.326461734411115,0.521164641712478,0.24508797550139,0.822457398633844,0.272578094076977,0.795207450093292,0.940951414277379,0.34466823748279,0.327714156180453,0.231850199736461,0.591696794744267,0.161749153051115,0.161813327058744,0.143504615892783,0.79323371097551
488,3,6.76253218902926,0.413,EFM,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.35087871094177697,0.681881031231163,0.378990010353004,1.03049793324456,0.263404094139464,0.503977915665071,-0.355267658346007,0.434366802595432,0.211543093836732,1.08838515753552,0.55482227801557,0.42880166953736,0.298313190914467,0.32421495866085,0.567723000704298
488,3,7.36,0.449,likeLTD,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.366,0.298,0.264,1.18,0.28,0.834,0.322,0.417,0.315,1.04,0.651,0.33,0.222,0.184,0.655
488,3,6.79521966230519,0.387,EFM,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.378678064588885,0.703385157780944,0.125432450057936,0.808440870768424,0.418057593142647,0.901292973184027,1.32428382004073,0.311262500996442,0.209759454831389,-0.266032483720961,0.68397583097474,0.0993779392151502,0.173883237990885,0.197573472505601,0.725848779948345
488,3,7.00915768970862,0.428,EFM,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.379600818962322,0.207599622605692,0.253515137685543,1.10668892214491,0.313593549212774,0.705315126021873,0.169031810430922,0.462957851800637,0.328252781218674,0.961402581254021,0.615336432857279,0.47982875741502,0.250392582092846,0.13540638857562,0.640235327430498
488,3,7.39,0.421,likeLTD,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.394,0.514,0.396,0.897,0.246,0.931,0.886,0.256,0.339,0.518,0.551,0.198,0.123,0.212,0.93
488,3,7.36,0.419,likeLTD,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.409,0.381,0.361,0.904,0.126,0.9,0.801,0.369,0.366,0.455,0.664,0.246,0.233,0.228,0.917
488,3,7.59,0.463,likeLTD,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.41,0.305,0.384,1.21,0.329,0.845,0.5,0.32,0.321,1.06,0.541,0.321,0.165,0.2,0.682
489,4,2.07,0.108,likeLTD,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.3,-2.82,-0.259,0.908,0.488,0.835,1.13,0.958,0.122,-0.993,0.219,-0.0976,1.23,0.184,0.47
489,4,8.62,0.449,likeLTD,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.155,1.14,0.201,1.09,0.324,1.48,1.53,0.735,-0.269,-0.341,0.585,0.629,0.391,0.571,0.698
489,4,9.11537249613958,0.475,EFM,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.118547881255497,1.22922138274842,0.215526442465533,1.00537511971292,0.326463624889001,1.56939060800387,1.43891462453623,0.676402202189049,-0.187499940001796,0.124189101965749,0.534441934571004,0.614172392496696,0.400563928915345,0.616718150179006,0.670040804724039
489,4,3.96839713019195,0.207,EFM,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.0126940996028853,-3.02777854628803,-0.011046481569778,1.12696513108813,0.135227997871126,1.32834366299891,1.05169612969812,0.846475258743393,-0.0537988700630101,0.265928978434747,0.473754759245779,0.491948207713169,0.436701911007749,0.330866533372284,0.560418358336478
489,4,6.8253589919589,0.389,EFM,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.295650794744727,0.678690886933514,-0.0414296595425191,1.35780296757623,0.35076579676824,0.737617813020533,0.451679098510936,0.451514226559468,0.335118530449518,-0.0098454791520766,0.833025849039431,0.0278700875911703,0.275391662704937,0.157910541332075,0.923595875422725
489,4,7.39,0.421,likeLTD,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.318,0.639,0.369,0.933,0.442,0.843,1.24,0.0818,0.384,0.281,0.663,0.0131,0.119,0.215,0.847
489,4,7.43,0.454,likeLTD,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.364,0.203,0.271,1.17,0.239,0.771,0.226,0.648,0.354,1,0.671,0.438,0.237,0.165,0.668
489,4,6.63227249536567,0.378,EFM,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.364698082390908,0.518774858551984,0.232404700390346,0.808431608126473,0.308676976951947,0.764031900304897,0.946303856186147,0.232138084664793,0.355964169435566,0.247518018167591,0.60684294730589206,0.204474051080125,0.167028372158365,0.120426426243499,0.75455844340714
489,4,7.25,0.413,likeLTD,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.387,0.644,0.325,0.922,0.147,0.78,0.962,0.376,0.393,0.435,0.708,0.0855,0.0719,0.192,0.82
489,4,7.61,0.465,likeLTD,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.395,0.297,0.302,1.14,0.489,0.792,0.246,0.488,0.461,0.931,0.591,0.383,0.159,0.193,0.747
489,4,7.15274381488182,0.437,EFM,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.460217623923081,0.191433297335701,0.26995445275806,1.11617523698897,0.297934313108841,0.718726407506984,0.141078391021373,0.569574690926175,0.365329717354062,0.976193883383656,0.628419091758525,0.40852329876367,0.224822790299887,0.128312753600232,0.656047866152602
489,4,7.26046144322058,0.443,EFM,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.471033185260656,0.52966248270584,0.190649689503653,1.24899330676274,0.281415726276338,0.771090508072696,0.0241198384058655,0.587286651138227,0.347063093262568,0.954066385009013,0.695392289177601,0.0622750362752134,0.0840426167927236,0.293335130546507,0.720035504030942
490,5,9.5840642123075,0.499,EFM,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.0567689812070619,2.20890312213572,0.764559487547042,-0.115912442725462,0.513372230101305,1.58810299234551,2.12067579637159,0.110721916894248,-0.351187055237428,0.0502798107675108,-0.241013065727421,1.19147177098262,0.86900279347483,0.719381953714341,0.212473882870159
490,5,8.96,0.467,likeLTD,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,-0.0211,1.14,0.173,1.16,0.329,1.63,1.53,0.9,-0.407,-0.471,0.598,0.561,0.545,0.595,0.698
490,5,9.43408094541681,0.491,EFM,Absent,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.0469571725233503,1.19527329042677,0.212643034822207,1.00225357390633,0.375788763632884,1.63568117036357,1.47215560936956,0.740017035461126,-0.192893216728995,0.129523205622867,0.457213686376836,0.579181016426976,0.511367705338603,0.617580255627622,0.651338642247104
490,5,10.4,0.542,likeLTD,Present,3,B,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.0604,1.4,0.367,1.15,0.803,1.91,2.06,0.983,-0.667,-0.568,0.582,0.356,0.74,0.491,0.748
490,5,6.33178971001137,0.361,EFM,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.184878987518962,1.46840602072837,0.860192403711448,-0.441729609807425,0.385904990881163,0.735053872210078,1.27635440339705,-0.291896465761418,0.258322907363049,0.185359186889595,-0.176058034347471,0.665027481851874,0.513628164766712,0.349417157586409,0.358928243022981
490,5,6.42740944971294,0.392,EFM,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.227070405526301,1.18816090301018,0.862942248215714,-0.115234678052502,0.432329099647031,0.612813048914158,0.49144259331,-0.273588491865847,0.247618233142838,0.927695838977337,-0.106063389901458,0.956515734147386,0.402043171079427,0.394206947259417,0.179457786302958
490,5,6.68715545043101,0.381,EFM,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.30641576169786,0.496341679311846,0.242729553785363,0.792079971773612,0.266102986164415,0.775549134167392,0.929245661612548,0.391537516030079,0.33768199422448,0.229805995591658,0.5829746392241,0.154005854178677,0.241695163128241,0.143710598505327,0.797278941035407
490,5,7.34,0.448,likeLTD,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.333,0.219,0.289,1.19,0.237,0.805,0.299,0.588,0.172,1.03,0.708,0.388,0.221,0.191,0.666
490,5,7.37,0.42,likeLTD,Absent,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.349,0.609,0.357,0.897,0.302,0.916,0.814,0.315,0.295,0.606,0.612,-0.0277,0.204,0.204,NA
490,5,7.34,0.418,likeLTD,Present,3,C,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.361,0.605,0.346,0.95,0.408,1.1,0.954,0.173,0.425,0.361,0.406,-0.0747,0.15,0.2,0.977
490,5,6.87567229268292,0.42,EFM,Absent,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.362054289814474,0.203416956699606,0.284989561825649,1.10480633789111,0.323430577099648,0.716494567854997,0.145411992014141,0.416513674941043,0.342576575564406,1.02994057579368,0.620950427293272,0.439244474606705,0.114511467530481,0.135309214374587,0.636021599379126
490,5,7.78,0.475,likeLTD,Present,3,E,500,166.66666666666666,E,C,B,NA,1,1,1,NA,0.388,0.216,0.424,1.36,0.398,1.04,0.483,0.87,-0.206,0.597,0.808,0.255,0.233,0.137,0.773
491,1,1.26611922717916,0.0721,EFM,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0141586387523994,0.210548167347291,0.152098995058414,0.568493362083773,-0.0584657949134157,-2.97378662350906,1.63099812628276,0.39038363494304,-0.0244053807937175,0.270728670066723,0.181600328925874,0.25192007730780003,0.134676859680929,0.32340827240952,0.19376189353683
491,1,1.57,0.0894,likeLTD,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.185,-0.0498,0.28,0.143,-0.0163,-2.35,1.84,0.31,-0.0118,0.18,0.244,0.0179,0.411,0.126,0.263
491,1,7.71781872048282,0.44,EFM,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.189322982045105,0.844450605514111,0.385681836084784,0.572888810676391,0.136761488865051,1.1655560299994,1.40363478775952,0.487768133526644,0.276485574136232,0.0919673621041601,0.394443884954931,0.53059268452536,0.376574736076247,0.128269203896256,0.73342060031862
491,1,9.33788181154908,0.486,EFM,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.217591967110648,1.37676365373866,0.524933140757017,0.485052669547879,0.509707431698394,1.80323008464313,1.32708692883226,0.782583298782258,0.0652668084783864,0.330159682518282,0.488763492075995,-0.272396130075465,0.322672625523561,0.787821649602429,0.588644508315645
491,1,10.2,0.531,likeLTD,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.223,1.28,0.44,0.611,0.474,1.8,1.38,1.03,-0.131,0.678,0.713,-0.186,0.441,0.784,0.693
491,1,6.12,0.319,likeLTD,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.272,-2.86,0.61,0.27,0.603,1.2,1.99,0.635,0.0528,0.176,0.532,0.438,0.829,1.02,0.351
491,1,8.11,0.462,likeLTD,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.32,0.77,0.41,0.544,0.116,1.25,1.32,0.72,0.176,0.171,0.537,0.403,0.479,0.0844,0.818
491,1,2.78978294419409,0.145,EFM,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.356630867988774,-4.59099697734618,0.562818044307847,0.142335223500737,0.40668400270643,1.3982519540069,1.36677294226363,0.499110385899896,0.053306329958218,0.492596062889432,0.395984549561504,0.128461266976346,0.380980403582034,0.956844859308271,0.240003028590264
492,2,1.36751785170795,0.0779,EFM,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0243297424907649,-0.343804190393706,-0.0858671846460666,0.399084192817413,-0.0705665270335252,-0.510175688121741,0.0484734858862403,0.953731803836834,0.162819496949157,-0.178409798693616,0.466588015909577,0.126928834694707,0.279430658434498,-0.372970777692652,0.467925787270061
492,2,0.64,0.0364,likeLTD,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0714,-1.08,-0.136,0.162,0.192,-0.463,0.0661,0.954,0.423,-0.61,0.675,0.343,0.142,-0.713,0.615
492,2,10.2677281104243,0.535,EFM,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.116419384825574,1.40141763539694,0.709292985201374,0.778839473680815,0.567838450084031,1.91372508269435,1.4107498741891,0.807694511938957,0.0940566966040706,0.393144590802253,0.374198007303896,0.126593632121576,0.274851982280429,0.806119463907134,0.492786339393785
492,2,11.5,0.599,likeLTD,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.176,1.27,0.713,0.985,0.501,1.89,1.67,1.08,-0.124,0.692,0.621,0.183,0.45,0.779,0.568
492,2,7.56838624695758,0.431,EFM,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.177463144805155,0.782171813981477,0.356346979178969,0.542512656853307,0.198607940369897,1.25123432960763,1.48172046597112,0.530782134942672,0.216371994660277,0.205267254588044,0.330867608251967,0.361777020071773,0.296368898398724,0.13150189339975701,0.705392111876799
492,2,13.2,0.688,likeLTD,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.227,1.19,0.831,0.977,0.577,2.46,1.88,1.03,-0.155,0.378,0.978,0.752,0.731,0.62,0.675
492,2,11.6567932524947,0.607,EFM,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.267188756911254,1.46362277751225,0.761362919206414,0.800086238632585,0.637860933119323,2.25898823176327,1.53389670820141,0.537432479769722,0.222206441742819,0.330604455054227,0.540511822988539,0.496019045412184,0.503454684726993,0.665393458117518,0.638164299336237
492,2,8.14,0.464,likeLTD,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.309,0.652,0.462,0.606,0.286,1.41,1.52,0.765,-0.0347,0.238,0.421,0.0892,0.394,0.122,0.909
493,3,3.21449844330669,0.183,EFM,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,-0.0336332502932238,0.873454878775957,0.0984061116360355,0.436816055566319,0.055305047022936,-1.54958314526564,1.32586083069781,0.619152530960059,0.200709241003678,0.178100142418562,0.280474606565611,0.158517010646401,0.0834291142017996,-0.0181504109765471,0.505639680346931
493,3,2.23,0.127,likeLTD,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,-0.02,1.04,0.0538,0.449,-0.0766,-1.99,1.29,0.924,0.23,-0.316,0.209,0.196,-9.95e-4,-0.279,0.521
493,3,7.38349617929608,0.42,EFM,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0274718273164515,0.906169041125422,0.301230881205142,0.459786010934328,0.185897867069782,1.08773962757775,1.43527282348911,0.387227252022155,0.290111127448175,0.321280687996472,0.435684758024475,0.559052600959729,0.248174866298625,0.0793152196825326,0.65908158814593
493,3,7.96,0.453,likeLTD,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.126,0.89,0.332,0.598,0.377,1.01,1.55,0.338,0.25,0.277,0.619,0.372,0.306,0.00943,0.916
493,3,9.08980508952112,0.473,EFM,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.234714854651154,1.41374002150653,0.672941500221385,0.625051901438886,0.488729180067389,1.75280737990695,0.928147217591136,0.664136610657482,0.128610930227669,0.110916943101058,0.55869408981151,0.0655438210836882,0.165358835782284,0.758111502411147,0.522300301062843
493,3,10.0096969461693,0.521,EFM,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.310528386867749,1.49875546870963,0.732238798529854,0.444519311881142,0.479662165104234,2.17719151114043,0.934717515609721,0.758795675149301,0.181569672958475,-0.0564068993596768,0.704594418776811,0.392397316893623,0.342575953421371,0.469679669021923,0.638877981464709
493,3,10.3,0.536,likeLTD,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.388,1.46,0.733,0.729,0.437,1.51,1.02,0.849,0.00349,0.536,0.73,0.298,0.247,0.721,0.62
493,3,11.7,0.609,likeLTD,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.441,1.6,0.913,0.603,0.397,2.01,1.23,0.931,-0.107,0.766,0.938,0.511,0.243,0.523,0.666
494,4,0.0914326303601055,0.00521,EFM,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0258584524653194,-0.0792801873293736,-0.0223667080761501,0.516287617864217,-0.228508463385305,-1.76063841004735,-0.185747811693955,0.558735607189665,-0.0138642714293408,0.127468192348634,0.373309932841956,0.317878193954046,0.161643313021499,0.108692046222677,0.191965126413564
494,4,0.618,0.0352,likeLTD,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.0632,-0.483,0.169,0.271,0.101,-0.933,0.789,0.308,-0.013,-0.356,0.194,0.118,0.265,-0.0772,0.203
494,4,7.3845437442201,0.421,EFM,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.123919592200116,0.841058566094834,0.33144613348004,0.538469197894333,0.155354181779312,1.20865181231963,1.50188788100379,0.485738854602336,0.288490979369316,0.0749438498063806,0.280258274115249,0.490203901617982,0.251749302797827,0.162378442203116,0.649992774935846
494,4,9.54466734530267,0.497,EFM,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.129743429342613,1.32107892152145,0.649458381296119,0.562209869630381,0.524176062025747,1.92588551421992,1.02942738426824,0.682739871179132,0.0894154666637743,0.444923221886781,0.286478376553814,0.272431037229761,0.221844647082946,0.854323085644827,0.550532076757168
494,4,5.1,0.266,likeLTD,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.199,-3.66,0.453,0.441,0.793,1.1,1.15,0.503,0.165,0.139,0.753,1.01,0.906,0.88,0.273
494,4,8.13,0.463,likeLTD,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.223,0.736,0.375,0.673,0.215,1.36,1.6,0.658,0.126,0.161,0.309,0.332,0.289,0.22,0.853
494,4,10.9,0.568,likeLTD,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.226,1.13,0.621,0.896,0.486,1.88,1.15,0.964,-0.177,0.72,0.55,0.587,0.33,0.874,0.649
494,4,3.86853476341515,0.201,EFM,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.351769115310536,-5.14292772272371,0.542646527361105,0.479611500639567,0.441788065857989,1.77027723355594,1.2645677566052,0.830564898756998,0.0492949317589122,0.414739129085228,0.623969839028976,0.74984922449962,0.491155743507007,0.634630431331507,0.36659808884027
495,5,1.368392964224,0.0779,EFM,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,-0.00972283764225994,0.209074544007669,0.0621058424446316,0.503586857703481,-0.13471794017175,-1.14262354129006,-0.687055456239106,0.768925211675133,0.17584709417558,0.246819521866727,0.295430088825472,0.240784899419239,0.225129130792696,0.115497409463139,0.49931213919341
495,5,7.52342785083406,0.428,EFM,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.157565165791321,0.958898783422262,0.340349342809919,0.378766568485966,0.199024722832865,1.17885126011808,1.52691481133866,0.449587192944808,0.328670833126933,0.203351099750573,0.362886253586036,0.477730254388442,0.295429305290236,0.0539037642246584,0.611498492723301
495,5,8.27,0.471,likeLTD,Absent,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.194,0.978,0.343,0.537,0.394,1.12,1.63,0.614,0.313,0.216,0.46,0.185,0.414,-0.0466,0.916
495,5,2.06,0.117,likeLTD,Present,3,C,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.229,-0.011,0.195,0.561,0.429,-2.26,0.35,0.666,0.341,-0.413,0.412,0.213,0.65,-0.0768,0.776
495,5,9.43989296608726,0.492,EFM,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.247228530954029,1.53278493796337,0.653301576897207,0.587122158929808,0.54880195713223,1.87435760659129,1.25641593087179,0.71037744457683,0.0421947293590532,0.277117297188574,0.461635586254569,-0.168475152880968,0.252470757613253,0.680162078605407,0.484397526030826
495,5,10.5,0.547,likeLTD,Absent,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.293,1.56,0.676,0.868,0.529,1.77,1.73,0.918,-0.344,0.589,0.707,-0.238,0.408,0.556,0.499
495,5,4.23174177976301,0.22,EFM,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.32016500002509,-4.89663549940385,0.543135622670105,1.0809638856277,0.464636751932446,1.72397357418755,1.42518484424631,0.97735378110399,0.112827922907185,0.224774405422799,0.595355387861408,0.340704317476231,0.486067360156998,0.29793201181103,0.535302413738017
495,5,6.91,0.36,likeLTD,Present,3,B,500,166.66666666666666,C,B,H,NA,1,1,1,NA,0.537,-3.18,0.562,1.44,0.382,1.24,1.79,0.88,0.213,0.253,0.554,0.665,0.57,0.437,0.568
496,1,4,0.209,likeLTD,Present,3,D,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.0362,0.95,0.513,-0.0525,0.632,0.204,-2.52,-0.33,0.292,1.08,1.33,0.565,0.545,0.399,0.355
496,1,2.67837116845875,0.14,EFM,Present,3,D,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.137225441060032,0.784129749226104,0.350964921808456,0.857321788072878,0.365532658062712,0.0246579869425081,-4.12861145967267,0.150938855902271,0.183384715357626,0.843486241447874,1.11685513158844,0.645734716245142,0.455681014013916,0.648945453368081,0.242123955035388
496,1,5.28673514825253,0.323,EFM,Absent,3,E,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.161979887047468,0.295107913634609,0.655853345495293,0.381675687409936,0.0858842650396911,0.389779761385356,0.428820430190967,0.439226478761897,0.40091539927725,0.987306221603738,0.325902056191931,0.314741690067357,0.312290971504998,-0.142550738264723,0.249801778906766
496,1,5.49,0.335,likeLTD,Absent,3,E,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.168,0.258,0.802,0.505,0.152,0.491,0.514,0.47,0.276,0.851,0.361,0.409,0.274,-0.216,0.168
496,1,6.57,0.401,likeLTD,Present,3,E,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.226,0.385,0.858,0.768,0.296,0.792,0.542,0.504,0.235,0.702,0.593,0.706,0.289,-0.457,0.132
496,1,5.93374529559598,0.362,EFM,Present,3,E,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.248966451984375,0.362115283262247,0.747480200080043,0.494670328882227,0.179761269254763,0.522088367867691,0.576715587283492,0.38189137149703,0.389028120830224,0.976236448870413,0.270249603721352,0.486032861516353,0.302081901277665,-0.236457268093746,0.232884767361848
496,1,7.62,0.437,likeLTD,Absent,3,A,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.385,0.824,0.506,0.778,0.0347,0.335,0.758,0.712,0.188,0.175,0.542,0.912,0.56,0.414,0.49
496,1,7.73963241284795,0.444,EFM,Absent,3,A,500,166.66666666666666,D,E,A,NA,1,1,1,NA,0.411408981109089,0.798977243176422,0.491769931121912,0.74998631293223,0.0377557024337894,0.37292347064547,0.803606072187215,0.668453241600623,0.269670996416665,0.256754589822712,0.513535044304925,0.911094427560107,0.540020471513476,0.429303748971031,0.484372179052288
